,MONTH,DAY_OF_WEEK,FL_DATE,UNIQUE_CARRIER,TAIL_NUM,MFR,MODEL,DEP_TIME,DEP_TIME_BLK,ARR_TIME,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,ROUTE,FL_NUM,ORIGIN_AIRPORT_ID,CRS_DEP_TIME,DEP_DELAY,CRS_ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,CANCELLED,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,DISTANCE
763,12,3,2012-12-19,DL,703TW,BOEING                        ,757-2Q8             ,2141.0,2100-2159,539.0,,,,,,14771 12478,2240DL,14771,2145,-4.0,611,-32.0,0.0,0,0,326,298.0,272.0,2586
764,12,1,2011-12-26,UA,505UA,BOEING                        ,757-222             ,849.0,0800-0859,1721.0,,,,,,14771 12478,808UA,14771,853,-4.0,1728,-7.0,0.0,0,0,335,332.0,285.0,2586
765,2,3,2014-02-26,UA,590UA,BOEING                        ,757-222             ,1533.0,1500-1559,2351.0,,,,,,14771 12478,368UA,14771,1517,16.0,2341,10.0,10.0,0,0,324,318.0,279.0,2586
766,6,4,2013-06-13,VX,838VA,AIRBUS                        ,A320-214            ,2300.0,2300-2359,731.0,,,,,,14771 12478,34VX,14771,2300,0.0,735,-4.0,0.0,0,0,335,331.0,297.0,2586
767,11,5,2013-11-08,UA,560UA,BOEING                        ,757-222             ,930.0,0800-0859,1738.0,29.0,0.0,0.0,0.0,0.0,14771 12478,535UA,14771,840,50.0,1709,29.0,29.0,0,0,329,308.0,291.0,2586
768,2,1,2013-02-25,B6,641JB,AIRBUS                        ,A320-232            ,2109.0,2000-2059,525.0,,,,,,14771 12478,648B6,14771,2057,12.0,520,5.0,5.0,0,0,323,316.0,295.0,2586
769,9,2,2013-09-03,B6,593JB,AIRBUS                        ,A320-232            ,2100.0,2100-2159,505.0,,,,,,14771 12478,916B6,14771,2100,0.0,521,-16.0,0.0,0,0,321,305.0,287.0,2586
770,5,7,2014-05-18,DL,711ZX,BOEING                        ,757-231             ,1254.0,1300-1359,2146.0,,,,,,14771 12478,468DL,14771,1300,-6.0,2146,0.0,0.0,0,0,346,352.0,289.0,2586
771,8,5,2012-08-03,VX,841VA,AIRBUS                        ,A320-214            ,2258.0,2300-2359,741.0,,,,,,14771 12478,34VX,14771,2300,-2.0,735,6.0,6.0,0,0,335,343.0,314.0,2586
772,7,2,2012-07-24,UA,502UA,BOEING                        ,757-222             ,1039.0,1000-1059,1901.0,,,,,,14771 12478,760UA,14771,1040,-1.0,1923,-22.0,0.0,0,0,343,322.0,303.0,2586
773,3,5,2014-03-28,UA,512UA,BOEING                        ,757-222             ,1336.0,1300-1359,2155.0,,,,,,14771 12478,656UA,14771,1345,-9.0,2209,-14.0,0.0,0,0,324,319.0,293.0,2586
774,9,3,2013-09-11,AA,336AA,BOEING                        ,767-223             ,16.0,2300-2359,829.0,0.0,0.0,0.0,0.0,39.0,14771 12478,18AA,14771,2315,61.0,750,39.0,39.0,0,0,335,313.0,285.0,2586
775,1,4,2014-01-16,UA,596UA,BOEING                        ,757-222             ,1259.0,1200-1259,2135.0,,,,,,14771 12478,637UA,14771,1251,8.0,2123,12.0,12.0,0,0,332,336.0,302.0,2586
776,9,7,2012-09-23,DL,713TW,BOEING                        ,757-2Q8             ,1555.0,1600-1659,9.0,,,,,,14771 12478,2040DL,14771,1600,-5.0,34,-25.0,0.0,0,0,334,314.0,290.0,2586
777,12,5,2013-12-20,AA,335AA,BOEING                        ,767-223             ,2300.0,2200-2259,724.0,0.0,0.0,0.0,0.0,24.0,14771 12478,18AA,14771,2230,30.0,700,24.0,24.0,0,0,330,324.0,284.0,2586
778,11,3,2011-11-09,AA,335AA,BOEING                        ,767-223             ,1452.0,1500-1559,2320.0,,,,,,14771 12478,20AA,14771,1500,-8.0,2332,-12.0,0.0,0,0,332,328.0,295.0,2586
779,7,3,2013-07-24,DL,721TW,BOEING                        ,757-231             ,752.0,0800-0859,1625.0,,,,,,14771 12478,140DL,14771,800,-8.0,1634,-9.0,0.0,0,0,334,333.0,292.0,2586
780,5,2,2012-05-08,B6,746JB,AIRBUS                        ,A320-232            ,2055.0,2100-2159,515.0,,,,,,14771 12478,648B6,14771,2100,-5.0,537,-22.0,0.0,0,0,337,320.0,304.0,2586
781,9,7,2014-09-14,VX,629VA,AIRBUS                        ,A320-214            ,2253.0,2200-2259,707.0,,,,,,14771 12478,34VX,14771,2255,-2.0,729,-22.0,0.0,0,0,334,314.0,285.0,2586
782,4,2,2014-04-01,UA,596UA,BOEING                        ,757-222             ,848.0,0800-0859,1657.0,,,,,,14771 12478,808UA,14771,840,8.0,1729,-32.0,0.0,0,0,349,309.0,274.0,2586
783,3,2,2012-03-06,UA,557UA,BOEING                        ,757-222             ,2233.0,2200-2259,659.0,,,,,,14771 12478,824UA,14771,2222,11.0,659,0.0,0.0,0,0,337,326.0,297.0,2586
784,8,3,2013-08-07,DL,711ZX,BOEING                        ,757-231             ,800.0,0800-0859,1610.0,,,,,,14771 12478,140DL,14771,800,0.0,1634,-24.0,0.0,0,0,334,310.0,288.0,2586
785,9,2,2014-09-02,VX,624VA,AIRBUS                        ,A320-214            ,1504.0,1400-1459,2359.0,0.0,15.0,14.0,0.0,0.0,14771 12478,26VX,14771,1450,14.0,2330,29.0,29.0,0,0,340,355.0,311.0,2586
786,9,7,2014-09-14,B6,768JB,AIRBUS                        ,A320-232            ,1252.0,1100-1159,2117.0,4.0,0.0,0.0,0.0,43.0,14771 12478,416B6,14771,1155,57.0,2030,47.0,47.0,0,0,335,325.0,306.0,2586
787,5,4,2012-05-24,AA,325AA,BOEING                        ,767-223             ,1242.0,1200-1259,2120.0,,,,,,14771 12478,16AA,14771,1245,-3.0,2135,-15.0,0.0,0,0,350,338.0,297.0,2586
788,4,2,2012-04-03,VX,527VA,AIRBUS                        ,A319-112            ,1452.0,1400-1459,2320.0,,,,,,14771 12478,26VX,14771,1455,-3.0,2325,-5.0,0.0,0,0,330,328.0,309.0,2586
789,7,7,2012-07-08,VX,634VA,AIRBUS                        ,A320-214            ,912.0,0900-0959,1754.0,,,,,,14771 12478,22VX,14771,915,-3.0,1755,-1.0,0.0,0,0,340,342.0,312.0,2586
790,1,3,2014-01-22,AA,360AA,BOEING                        ,767-323             ,656.0,0700-0759,1521.0,,,,,,14771 12478,24AA,14771,705,-9.0,1540,-19.0,0.0,0,0,335,325.0,293.0,2586
791,12,5,2012-12-28,DL,624AG,BOEING                        ,757-2Q8             ,1128.0,1100-1159,2005.0,,,,,,14771 12478,1252DL,14771,1135,-7.0,2007,-2.0,0.0,0,0,332,337.0,291.0,2586
792,9,4,2012-09-06,UA,560UA,BOEING                        ,757-222             ,655.0,0700-0759,1450.0,,,,,,14771 12478,286UA,14771,700,-5.0,1533,-43.0,0.0,0,0,333,295.0,274.0,2586
793,2,3,2014-02-12,VX,625VA,AIRBUS                        ,A320-214            ,920.0,0900-0959,1738.0,,,,,,14771 12478,22VX,14771,920,0.0,1755,-17.0,0.0,0,0,335,318.0,293.0,2586
794,6,5,2014-06-06,UA,546UA,BOEING                        ,757-222             ,2225.0,2200-2259,658.0,,,,,,14771 12478,824UA,14771,2224,1.0,659,-1.0,0.0,0,0,335,333.0,309.0,2586
795,12,6,2012-12-29,UA,505UA,BOEING                        ,757-222             ,1425.0,1400-1459,2219.0,,,,,,14771 12478,258UA,14771,1430,-5.0,2301,-42.0,0.0,0,0,331,294.0,276.0,2586
796,3,2,2012-03-20,UA,554UA,BOEING                        ,757-222             ,1622.0,1600-1659,54.0,,,,,,14771 12478,314UA,14771,1622,0.0,54,0.0,0.0,0,0,332,332.0,310.0,2586
797,6,3,2014-06-11,UA,588UA,BOEING                        ,757-222             ,1546.0,1500-1559,7.0,,,,,,14771 12478,304UA,14771,1505,41.0,2355,12.0,12.0,0,0,350,321.0,299.0,2586
798,3,5,2013-03-08,B6,821JB,AIRBUS                        ,A320-232            ,1255.0,1200-1259,2127.0,0.0,0.0,10.0,0.0,41.0,14771 12478,642B6,14771,1207,48.0,2036,51.0,51.0,0,0,329,332.0,304.0,2586
799,1,1,2012-01-23,AA,354AA,BOEING                        ,767-323             ,712.0,0700-0759,1528.0,,,,,,14771 12478,24AA,14771,700,12.0,1530,-2.0,0.0,0,0,330,316.0,286.0,2586
800,3,2,2014-03-11,DL,705TW,BOEING                        ,757-231             ,1554.0,1600-1659,2354.0,,,,,,14771 12478,2040DL,14771,1600,-6.0,22,-28.0,0.0,0,0,322,300.0,281.0,2586
801,1,7,2012-01-29,UA,560UA,BOEING                        ,757-222             ,908.0,0800-0859,1747.0,12.0,0.0,6.0,0.0,0.0,14771 12478,808UA,14771,856,12.0,1729,18.0,18.0,0,0,333,339.0,310.0,2586
802,7,1,2012-07-09,B6,627JB,AIRBUS                        ,A320-232            ,2400.0,2300-2359,810.0,,,,,,14771 12478,650B6,14771,2359,1.0,822,-12.0,0.0,0,0,323,310.0,289.0,2586
803,3,2,2014-03-04,DL,713TW,BOEING                        ,757-2Q8             ,1152.0,1100-1159,2012.0,,,,,,14771 12478,468DL,14771,1130,22.0,2000,12.0,12.0,0,0,330,320.0,289.0,2586
804,1,6,2012-01-07,UA,555UA,BOEING                        ,757-222             ,2222.0,2200-2259,643.0,,,,,,14771 12478,824UA,14771,2228,-6.0,659,-16.0,0.0,0,0,331,321.0,303.0,2586
805,7,3,2014-07-09,UA,510UA,BOEING                        ,757-222             ,1420.0,1300-1359,2316.0,0.0,0.0,42.0,0.0,0.0,14771 12478,716UA,14771,1345,35.0,2234,42.0,42.0,0,0,349,356.0,322.0,2586
806,4,3,2012-04-04,DL,711ZX,BOEING                        ,757-231             ,830.0,0800-0859,1646.0,,,,,,14771 12478,3DL,14771,830,0.0,1708,-22.0,0.0,0,0,338,316.0,287.0,2586
807,1,2,2013-01-22,B6,804JB,AIRBUS                        ,A320-232            ,1327.0,1300-1359,2129.0,,,,,,14771 12478,644B6,14771,1327,0.0,2153,-24.0,0.0,0,0,326,302.0,287.0,2586
808,2,4,2014-02-20,VX,840VA,AIRBUS                        ,A320-214            ,2320.0,2300-2359,740.0,,,,,,14771 12478,34VX,14771,2320,0.0,750,-10.0,0.0,0,0,330,320.0,291.0,2586
809,6,4,2014-06-05,UA,505UA,BOEING                        ,757-222             ,843.0,0800-0859,1657.0,,,,,,14771 12478,808UA,14771,840,3.0,1729,-32.0,0.0,0,0,349,314.0,291.0,2586
810,9,4,2012-09-27,UA,557UA,BOEING                        ,757-222             ,2229.0,2200-2259,726.0,7.0,0.0,25.0,0.0,0.0,14771 12478,824UA,14771,2222,7.0,654,32.0,32.0,0,0,332,357.0,313.0,2586
811,11,2,2012-11-13,DL,721TW,BOEING                        ,757-231             ,610.0,0600-0659,1432.0,,,,,,14771 12478,30DL,14771,615,-5.0,1442,-10.0,0.0,0,0,327,322.0,293.0,2586
812,11,6,2011-11-05,DL,721TW,BOEING                        ,757-231             ,2221.0,2200-2259,545.0,,,,,,14771 12478,2340DL,14771,2230,-9.0,601,-16.0,0.0,0,0,331,324.0,295.0,2586
813,2,3,2013-02-27,AA,336AA,BOEING                        ,767-223             ,1240.0,1200-1259,2101.0,,,,,,14771 12478,16AA,14771,1240,0.0,2115,-14.0,0.0,0,0,335,321.0,295.0,2586
814,3,4,2014-03-20,DL,710TW,BOEING                        ,757-2Q8             ,2327.0,2300-2359,729.0,,,,,,14771 12478,2340DL,14771,2330,-3.0,754,-25.0,0.0,0,0,324,302.0,278.0,2586
815,8,2,2014-08-05,AA,785AA,BEECH                         ,35-B33              ,848.0,0800-0859,1737.0,,,,,,14771 12478,164AA,14771,840,8.0,1730,7.0,7.0,0,0,350,349.0,314.0,2586
816,6,2,2012-06-26,AA,335AA,BOEING                        ,767-223             ,1240.0,1200-1259,2059.0,,,,,,14771 12478,16AA,14771,1245,-5.0,2130,-31.0,0.0,0,0,345,319.0,288.0,2586
817,7,2,2012-07-03,DL,171DZ,BOEING                        ,767-332             ,631.0,0600-0659,1500.0,,,,,,14771 12478,30DL,14771,630,1.0,1513,-13.0,0.0,0,0,343,329.0,299.0,2586
818,10,2,2013-10-01,VX,641VA,AIRBUS                        ,A320-214            ,918.0,0900-0959,1745.0,,,,,,14771 12478,22VX,14771,920,-2.0,1755,-10.0,0.0,0,0,335,327.0,299.0,2586
819,6,7,2013-06-30,DL,721TW,BOEING                        ,757-231             ,757.0,0800-0859,1649.0,0.0,0.0,17.0,0.0,0.0,14771 12478,1940DL,14771,800,-3.0,1632,17.0,17.0,0,0,332,352.0,317.0,2586
820,2,4,2014-02-06,UA,518UA,BOEING                        ,757-222             ,1120.0,1000-1059,1930.0,,,,,,14771 12478,760UA,14771,1051,29.0,1923,7.0,7.0,0,0,332,310.0,270.0,2586
821,1,3,2013-01-16,DL,721TW,BOEING                        ,757-231             ,2114.0,2100-2159,516.0,,,,,,14771 12478,2240DL,14771,2120,-6.0,545,-29.0,0.0,0,0,325,302.0,281.0,2586
822,5,4,2012-05-24,VX,845VA,AIRBUS                        ,A320-214            ,657.0,0600-0659,1524.0,,,,,,14771 12478,12VX,14771,655,2.0,1535,-11.0,0.0,0,0,340,327.0,303.0,2586
823,1,6,2013-01-05,UA,505UA,BOEING                        ,757-222             ,702.0,0700-0759,1519.0,,,,,,14771 12478,286UA,14771,708,-6.0,1525,-6.0,0.0,0,0,317,317.0,293.0,2586
824,4,7,2013-04-21,AA,327AA,BOEING                        ,767-223             ,1313.0,1200-1259,2134.0,,,,,,14771 12478,16AA,14771,1255,18.0,2145,-11.0,0.0,0,0,350,321.0,292.0,2586
825,11,5,2013-11-29,UA,587UA,BOEING                        ,757-222             ,2241.0,2200-2259,702.0,,,,,,14771 12478,824UA,14771,2239,2.0,704,-2.0,0.0,0,0,325,321.0,290.0,2586
826,2,3,2013-02-13,DL,718TW,BOEING                        ,757-231             ,2110.0,2100-2159,518.0,,,,,,14771 12478,2240DL,14771,2120,-10.0,545,-27.0,0.0,0,0,325,308.0,289.0,2586
827,10,4,2012-10-25,DL,722TW,BOEING                        ,757-231             ,2110.0,2100-2159,526.0,,,,,,14771 12478,2240DL,14771,2115,-5.0,544,-18.0,0.0,0,0,329,316.0,285.0,2586
828,12,5,2011-12-16,AA,329AA,BOEING                        ,767-223             ,2253.0,2300-2359,741.0,0.0,0.0,16.0,0.0,0.0,14771 12478,18AA,14771,2300,-7.0,725,16.0,16.0,0,0,325,348.0,305.0,2586
829,6,6,2014-06-28,UA,597UA,BOEING                        ,757-222             ,1259.0,1200-1259,2151.0,,,,,,14771 12478,637UA,14771,1255,4.0,2144,7.0,7.0,0,0,349,352.0,323.0,2586
830,9,3,2012-09-12,UA,512UA,BOEING                        ,757-222             ,700.0,0700-0759,1533.0,,,,,,14771 12478,286UA,14771,700,0.0,1533,0.0,0.0,0,0,333,333.0,297.0,2586
831,9,1,2014-09-15,DL,727TW,BOEING                        ,757-231             ,642.0,0600-0659,1451.0,,,,,,14771 12478,418DL,14771,645,-3.0,1522,-31.0,0.0,0,0,337,309.0,292.0,2586
832,1,2,2014-01-07,VX,624VA,AIRBUS                        ,A320-214            ,1443.0,1400-1459,2314.0,,,,,,14771 12478,26VX,14771,1430,13.0,2300,14.0,14.0,0,0,330,331.0,290.0,2586
833,9,7,2013-09-22,UA,557UA,BOEING                        ,757-222             ,1308.0,1300-1359,2125.0,,,,,,14771 12478,637UA,14771,1310,-2.0,2149,-24.0,0.0,0,0,339,317.0,290.0,2586
834,12,5,2012-12-07,AA,320AA,BOEING                        ,767-223             ,2334.0,2200-2259,736.0,21.0,0.0,0.0,0.0,15.0,14771 12478,18AA,14771,2230,64.0,700,36.0,36.0,0,0,330,302.0,283.0,2586
835,6,6,2013-06-29,AA,369AA,BOEING                        ,767-323             ,700.0,0700-0759,1531.0,,,,,,14771 12478,24AA,14771,705,-5.0,1535,-4.0,0.0,0,0,330,331.0,307.0,2586
836,9,7,2013-09-29,B6,646JB,AIRBUS                        ,A320-232            ,700.0,0700-0759,1531.0,,,,,,14771 12478,16B6,14771,700,0.0,1531,0.0,0.0,0,0,331,331.0,309.0,2586
837,1,6,2014-01-18,DL,703TW,BOEING                        ,757-2Q8             ,2103.0,2100-2159,521.0,,,,,,14771 12478,2240DL,14771,2115,-12.0,529,-8.0,0.0,0,0,314,318.0,299.0,2586
838,11,3,2011-11-23,AA,389AA,BOEING                        ,767-323             ,658.0,0700-0759,1524.0,,,,,,14771 12478,24AA,14771,700,-2.0,1530,-6.0,0.0,0,0,330,326.0,298.0,2586
839,5,3,2012-05-16,DL,1604R,BOEING                        ,767-332             ,1126.0,1100-1159,2010.0,,,,,,14771 12478,1940DL,14771,1130,-4.0,2020,-10.0,0.0,0,0,350,344.0,303.0,2586
840,3,4,2014-03-13,UA,595UA,BOEING                        ,757-222             ,1344.0,1300-1359,2207.0,,,,,,14771 12478,669UA,14771,1345,-1.0,2209,-2.0,0.0,0,0,324,323.0,300.0,2586
841,5,4,2012-05-17,B6,715JB,AIRBUS                        ,A320-232            ,2219.0,2100-2159,722.0,4.0,0.0,26.0,0.0,75.0,14771 12478,648B6,14771,2100,79.0,537,105.0,105.0,0,0,337,363.0,304.0,2586
842,2,4,2014-02-13,VX,839VA,AIRBUS                        ,A320-214            ,2319.0,2300-2359,738.0,,,,,,14771 12478,34VX,14771,2320,-1.0,750,-12.0,0.0,0,0,330,319.0,295.0,2586
843,6,4,2014-06-26,AA,795AA,BEECH                         ,35-33               ,1711.0,1500-1559,143.0,0.0,0.0,0.0,0.0,98.0,14771 12478,20AA,14771,1515,116.0,5,98.0,98.0,0,0,350,332.0,307.0,2586
844,1,4,2014-01-23,DL,712TW,BOEING                        ,757-2Q8             ,2319.0,2300-2359,734.0,,,,,,14771 12478,2340DL,14771,2330,-11.0,749,-15.0,0.0,0,0,319,315.0,300.0,2586
845,9,2,2012-09-04,UA,517UA,BOEING                        ,757-222             ,2233.0,2200-2259,627.0,,,,,,14771 12478,824UA,14771,2222,11.0,654,-27.0,0.0,0,0,332,294.0,274.0,2586
846,1,7,2013-01-06,VX,844VA,AIRBUS                        ,A320-214            ,1504.0,1500-1559,2324.0,,,,,,14771 12478,26VX,14771,1510,-6.0,2340,-16.0,0.0,0,0,330,320.0,302.0,2586
847,3,6,2013-03-16,VX,848VA,AIRBUS                        ,A320-214            ,924.0,0900-0959,1738.0,,,,,,14771 12478,22VX,14771,925,-1.0,1759,-21.0,0.0,0,0,334,314.0,287.0,2586
848,6,4,2012-06-07,DL,702TW,BOEING                        ,757-2Q8             ,2351.0,2300-2359,845.0,0.0,0.0,30.0,0.0,36.0,14771 12478,662DL,14771,2315,36.0,739,66.0,66.0,0,0,324,354.0,304.0,2586
849,11,5,2012-11-23,UA,510UA,BOEING                        ,757-222             ,1354.0,1400-1459,2215.0,,,,,,14771 12478,345UA,14771,1405,-11.0,2229,-14.0,0.0,0,0,324,321.0,303.0,2586
850,4,1,2014-04-21,UA,596UA,BOEING                        ,757-222             ,703.0,0700-0759,1531.0,,,,,,14771 12478,286UA,14771,705,-2.0,1550,-19.0,0.0,0,0,345,328.0,306.0,2586
851,9,7,2014-09-14,B6,623JB,AIRBUS                        ,A320-232            ,758.0,0800-0859,1611.0,,,,,,14771 12478,16B6,14771,800,-2.0,1633,-22.0,0.0,0,0,333,313.0,291.0,2586
852,12,6,2013-12-21,UA,587UA,BOEING                        ,757-222             ,1103.0,1000-1059,1925.0,,,,,,14771 12478,760UA,14771,1050,13.0,1925,0.0,0.0,0,0,335,322.0,300.0,2586
853,11,3,2013-11-06,DL,711ZX,BOEING                        ,757-231             ,2110.0,2100-2159,505.0,,,,,,14771 12478,2240DL,14771,2115,-5.0,539,-34.0,0.0,0,0,324,295.0,280.0,2586
854,6,4,2014-06-05,UA,587UA,BOEING                        ,757-222             ,1350.0,1300-1359,2240.0,,,,,,14771 12478,675UA,14771,1351,-1.0,2240,0.0,0.0,0,0,349,350.0,328.0,2586
855,7,1,2013-07-01,UA,555UA,BOEING                        ,757-222             ,1456.0,1000-1059,10.0,0.0,0.0,291.0,0.0,0.0,14771 12478,760UA,14771,1040,256.0,1919,291.0,291.0,0,0,339,374.0,332.0,2586
856,6,4,2012-06-28,B6,657JB,AIRBUS                        ,A320-232            ,800.0,0800-0859,1620.0,,,,,,14771 12478,640B6,14771,800,0.0,1630,-10.0,0.0,0,0,330,320.0,298.0,2586
857,7,7,2014-07-20,DL,722TW,BOEING                        ,757-231             ,1557.0,1600-1659,29.0,,,,,,14771 12478,2040DL,14771,1600,-3.0,43,-14.0,0.0,0,0,343,332.0,304.0,2586
858,4,3,2013-04-17,VX,633VA,AIRBUS                        ,A320-214            ,700.0,0700-0759,1536.0,,,,,,14771 12478,12VX,14771,700,0.0,1535,1.0,1.0,0,0,335,336.0,316.0,2586
859,2,4,2014-02-27,VX,622VA,AIRBUS                        ,A320-214            ,1753.0,1500-1559,208.0,0.0,0.0,0.0,0.0,158.0,14771 12478,26VX,14771,1505,168.0,2330,158.0,158.0,0,0,325,315.0,290.0,2586
860,7,6,2012-07-28,AA,336AA,BOEING                        ,767-223             ,906.0,0900-0959,1814.0,0.0,0.0,39.0,0.0,0.0,14771 12478,12AA,14771,905,1.0,1735,39.0,39.0,0,0,330,368.0,339.0,2586
861,4,3,2012-04-04,DL,709TW,BOEING                        ,757-2Q8             ,2224.0,2200-2259,641.0,,,,,,14771 12478,2340DL,14771,2230,-6.0,701,-20.0,0.0,0,0,331,317.0,287.0,2586
862,12,6,2013-12-14,B6,807JB,AIRBUS                        ,A320-232            ,803.0,0800-0859,1643.0,,,,,,14771 12478,16B6,14771,807,-4.0,1630,13.0,13.0,0,0,323,340.0,314.0,2586
863,3,6,2012-03-31,UA,518UA,BOEING                        ,757-222             ,2238.0,2200-2259,651.0,,,,,,14771 12478,824UA,14771,2223,15.0,659,-8.0,0.0,0,0,336,313.0,291.0,2586
864,6,3,2013-06-26,AA,335AA,BOEING                        ,767-223             ,1256.0,1200-1259,2149.0,0.0,0.0,39.0,0.0,0.0,14771 12478,16AA,14771,1230,26.0,2110,39.0,39.0,0,0,340,353.0,307.0,2586
865,9,5,2013-09-27,UA,510UA,BOEING                        ,757-222             ,1324.0,1300-1359,2153.0,,,,,,14771 12478,637UA,14771,1310,14.0,2149,4.0,4.0,0,0,339,329.0,296.0,2586
866,1,2,2013-01-22,AA,344AA,GULFSTREAM AEROSPACE          ,G-IV                ,658.0,0700-0759,1527.0,,,,,,14771 12478,24AA,14771,705,-7.0,1535,-8.0,0.0,0,0,330,329.0,302.0,2586
867,6,3,2014-06-18,VX,629VA,AIRBUS                        ,A320-214            ,2249.0,2200-2259,742.0,,,,,,14771 12478,34VX,14771,2250,-1.0,729,13.0,13.0,0,0,339,353.0,325.0,2586
868,10,3,2012-10-17,DL,721TW,BOEING                        ,757-231             ,2110.0,2100-2159,537.0,,,,,,14771 12478,2240DL,14771,2115,-5.0,544,-7.0,0.0,0,0,329,327.0,296.0,2586
869,9,4,2013-09-12,DL,717TW,BOEING                        ,757-231             ,1559.0,1600-1659,30.0,,,,,,14771 12478,2040DL,14771,1600,-1.0,31,-1.0,0.0,0,0,331,331.0,305.0,2586
870,3,2,2014-03-18,UA,512UA,BOEING                        ,757-222             ,1223.0,1000-1059,2034.0,12.0,0.0,0.0,0.0,60.0,14771 12478,760UA,14771,1050,93.0,1922,72.0,72.0,0,0,332,311.0,285.0,2586
871,7,2,2013-07-02,AA,391AA,BOEING                        ,767-323             ,655.0,0700-0759,1600.0,0.0,0.0,25.0,0.0,0.0,14771 12478,24AA,14771,705,-10.0,1535,25.0,25.0,0,0,330,365.0,331.0,2586
872,10,3,2012-10-31,AA,328AA,BOEING                        ,767-223             ,2245.0,2200-2259,708.0,,,,,,14771 12478,18AA,14771,2230,15.0,710,-2.0,0.0,0,0,340,323.0,294.0,2586
873,9,4,2014-09-18,VX,639VA,AIRBUS                        ,A320-214            ,910.0,0900-0959,1747.0,,,,,,14771 12478,22VX,14771,910,0.0,1754,-7.0,0.0,0,0,344,337.0,310.0,2586
874,4,6,2014-04-26,VX,634VA,AIRBUS                        ,A320-214            ,657.0,0700-0759,1513.0,,,,,,14771 12478,12VX,14771,700,-3.0,1540,-27.0,0.0,0,0,340,316.0,288.0,2586
875,5,5,2013-05-03,B6,652JB,AIRBUS                        ,A320-232            ,659.0,0700-0759,1535.0,,,,,,14771 12478,640B6,14771,700,-1.0,1538,-3.0,0.0,0,0,338,336.0,321.0,2586
876,5,3,2013-05-22,UA,512UA,BOEING                        ,757-222             ,1306.0,1300-1359,2158.0,,,,,,14771 12478,637UA,14771,1310,-4.0,2155,3.0,3.0,0,0,345,352.0,317.0,2586
877,1,4,2013-01-17,AA,388AA,BOEING                        ,767-323             ,702.0,0700-0759,1520.0,,,,,,14771 12478,24AA,14771,705,-3.0,1535,-15.0,0.0,0,0,330,318.0,297.0,2586
878,3,3,2014-03-12,UA,597UA,BOEING                        ,757-222             ,1049.0,1000-1059,1942.0,0.0,0.0,20.0,0.0,0.0,14771 12478,760UA,14771,1050,-1.0,1922,20.0,20.0,0,0,332,353.0,324.0,2586
879,2,7,2014-02-02,DL,703TW,BOEING                        ,757-2Q8             ,1552.0,1600-1659,2357.0,,,,,,14771 12478,2040DL,14771,1600,-8.0,17,-20.0,0.0,0,0,317,305.0,267.0,2586
880,6,5,2012-06-08,B6,641JB,AIRBUS                        ,A320-232            ,751.0,0800-0859,1621.0,,,,,,14771 12478,640B6,14771,800,-9.0,1640,-19.0,0.0,0,0,340,330.0,299.0,2586
881,9,5,2012-09-14,UA,555UA,BOEING                        ,757-222             ,821.0,0800-0859,1652.0,,,,,,14771 12478,748UA,14771,827,-6.0,1700,-8.0,0.0,0,0,333,331.0,301.0,2586
882,10,7,2012-10-07,UA,508UA,BOEING                        ,757-222             ,828.0,0800-0859,1649.0,,,,,,14771 12478,497UA,14771,827,1.0,1700,-11.0,0.0,0,0,333,321.0,298.0,2586
883,7,2,2012-07-31,B6,768JB,AIRBUS                        ,A320-232            ,752.0,0800-0859,1634.0,,,,,,14771 12478,640B6,14771,800,-8.0,1630,4.0,4.0,0,0,330,342.0,315.0,2586
884,5,1,2014-05-26,B6,779JB,AIRBUS                        ,A320-232            ,2141.0,2100-2159,601.0,,,,,,14771 12478,916B6,14771,2140,1.0,614,-13.0,0.0,0,0,334,320.0,300.0,2586
885,1,3,2012-01-18,VX,525VA,AIRBUS                        ,A319-112            ,1447.0,1400-1459,2250.0,,,,,,14771 12478,26VX,14771,1455,-8.0,2320,-30.0,0.0,0,0,325,303.0,281.0,2586
886,6,1,2012-06-18,B6,584JB,AIRBUS                        ,A320-232            ,2353.0,2300-2359,819.0,,,,,,14771 12478,650B6,14771,2355,-2.0,829,-10.0,0.0,0,0,334,326.0,298.0,2586
887,12,1,2013-12-02,DL,702TW,BOEING                        ,757-2Q8             ,2123.0,2100-2159,507.0,,,,,,14771 12478,2240DL,14771,2115,8.0,539,-32.0,0.0,0,0,324,284.0,269.0,2586
888,7,1,2013-07-29,VX,629VA,AIRBUS                        ,A320-214            ,1429.0,1400-1459,2242.0,,,,,,14771 12478,26VX,14771,1430,-1.0,2305,-23.0,0.0,0,0,335,313.0,293.0,2586
889,9,6,2014-09-27,AA,795AA,BEECH                         ,35-33               ,839.0,0800-0859,1736.0,,,,,,14771 12478,164AA,14771,840,-1.0,1725,11.0,11.0,0,0,345,357.0,335.0,2586
890,1,1,2013-01-14,UA,518UA,BOEING                        ,757-222             ,831.0,0800-0859,1645.0,,,,,,14771 12478,417UA,14771,835,-4.0,1709,-24.0,0.0,0,0,334,314.0,289.0,2586
