,MONTH,DAY_OF_WEEK,FL_DATE,UNIQUE_CARRIER,TAIL_NUM,MFR,MODEL,DEP_TIME,DEP_TIME_BLK,ARR_TIME,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,ROUTE,FL_NUM,ORIGIN_AIRPORT_ID,CRS_DEP_TIME,DEP_DELAY,CRS_ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,CANCELLED,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,DISTANCE
509,7,7,2013-07-07,DL,713TW,BOEING                        ,757-2Q8             ,2345.0,2300-2359,824.0,0.0,0.0,15.0,0.0,29.0,14771 12478,2340DL,14771,2315,30.0,740,44.0,44.0,0,0,325,339.0,307.0,2586
510,8,5,2014-08-15,DL,711ZX,BOEING                        ,757-231             ,1605.0,1600-1659,35.0,,,,,,14771 12478,2040DL,14771,1600,5.0,43,-8.0,0.0,0,0,343,330.0,293.0,2586
511,6,2,2014-06-10,AA,797AA,GROSS ROBERT                  ,F1                  ,1457.0,1500-1559,2339.0,,,,,,14771 12478,20AA,14771,1500,-3.0,2340,-1.0,0.0,0,0,340,342.0,305.0,2586
512,11,1,2013-11-11,AA,336AA,BOEING                        ,767-223             ,1521.0,1400-1459,2322.0,,,,,,14771 12478,20AA,14771,1440,41.0,2315,7.0,7.0,0,0,335,301.0,274.0,2586
513,10,7,2012-10-07,DL,705TW,BOEING                        ,757-231             ,1555.0,1600-1659,14.0,,,,,,14771 12478,2040DL,14771,1600,-5.0,29,-15.0,0.0,0,0,329,319.0,285.0,2586
514,6,5,2013-06-21,AA,327AA,BOEING                        ,767-223             ,2229.0,2200-2259,717.0,0.0,0.0,17.0,0.0,0.0,14771 12478,18AA,14771,2235,-6.0,700,17.0,17.0,0,0,325,348.0,314.0,2586
515,11,4,2011-11-10,B6,768JB,AIRBUS                        ,A320-232            ,2122.0,2100-2159,531.0,,,,,,14771 12478,648B6,14771,2120,2.0,542,-11.0,0.0,0,0,322,309.0,294.0,2586
516,1,4,2014-01-09,AA,352AA,BOEING                        ,767-323             ,1307.0,1200-1259,2123.0,,,,,,14771 12478,16AA,14771,1250,17.0,2120,3.0,3.0,0,0,330,316.0,292.0,2586
517,8,4,2012-08-09,VX,621VA,AIRBUS                        ,A320-214            ,914.0,0900-0959,1816.0,0.0,0.0,21.0,0.0,0.0,14771 12478,22VX,14771,915,-1.0,1755,21.0,21.0,0,0,340,362.0,326.0,2586
518,8,1,2013-08-19,DL,707TW,BOEING                        ,757-2Q8             ,2106.0,2100-2159,533.0,,,,,,14771 12478,2240DL,14771,2115,-9.0,535,-2.0,0.0,0,0,320,327.0,301.0,2586
519,12,3,2011-12-14,DL,706TW,BOEING                        ,757-2Q8             ,2227.0,2200-2259,650.0,,,,,,14771 12478,2340DL,14771,2230,-3.0,658,-8.0,0.0,0,0,328,323.0,292.0,2586
520,3,4,2014-03-06,DL,707TW,BOEING                        ,757-2Q8             ,756.0,0800-0859,1616.0,,,,,,14771 12478,408DL,14771,800,-4.0,1627,-11.0,0.0,0,0,327,320.0,292.0,2586
521,3,5,2013-03-15,B6,768JB,AIRBUS                        ,A320-232            ,2252.0,2000-2059,651.0,0.0,0.0,0.0,0.0,91.0,14771 12478,648B6,14771,2057,115.0,520,91.0,91.0,0,0,323,299.0,271.0,2586
522,4,7,2014-04-06,UA,518UA,BOEING                        ,757-222             ,838.0,0800-0859,1714.0,,,,,,14771 12478,808UA,14771,840,-2.0,1729,-15.0,0.0,0,0,349,336.0,304.0,2586
523,7,2,2013-07-30,B6,648JB,AIRBUS                        ,A320-232            ,1225.0,1100-1159,2034.0,,,,,,14771 12478,416B6,14771,1153,32.0,2023,11.0,11.0,0,0,330,309.0,289.0,2586
524,1,5,2014-01-17,UA,518UA,BOEING                        ,757-222             ,714.0,0700-0759,1602.0,9.0,0.0,16.0,0.0,0.0,14771 12478,286UA,14771,705,9.0,1537,25.0,25.0,0,0,332,348.0,322.0,2586
525,4,6,2012-04-21,AA,328AA,BOEING                        ,767-223             ,2233.0,2200-2259,659.0,,,,,,14771 12478,18AA,14771,2235,-2.0,710,-11.0,0.0,0,0,335,326.0,303.0,2586
526,2,7,2012-02-19,VX,845VA,AIRBUS                        ,A320-214            ,2304.0,2300-2359,733.0,,,,,,14771 12478,34VX,14771,2305,-1.0,735,-2.0,0.0,0,0,330,329.0,307.0,2586
527,8,7,2013-08-04,DL,712TW,BOEING                        ,757-2Q8             ,1603.0,1600-1659,4.0,,,,,,14771 12478,2040DL,14771,1600,3.0,29,-25.0,0.0,0,0,329,301.0,277.0,2586
528,5,4,2014-05-08,VX,846VA,AIRBUS                        ,A320-214            ,1430.0,1300-1359,2337.0,28.0,0.0,0.0,0.0,40.0,14771 12478,26VX,14771,1350,40.0,2229,68.0,68.0,0,0,339,367.0,334.0,2586
529,4,6,2012-04-07,B6,784JB,AIRBUS                        ,A320-232            ,2319.0,2300-2359,711.0,,,,,,14771 12478,648B6,14771,2320,-1.0,751,-40.0,0.0,0,0,331,292.0,275.0,2586
530,10,1,2013-10-28,DL,705TW,BOEING                        ,757-231             ,1109.0,1100-1159,1941.0,,,,,,14771 12478,268DL,14771,1115,-6.0,1952,-11.0,0.0,0,0,337,332.0,280.0,2586
531,11,7,2011-11-27,DL,703TW,BOEING                        ,757-2Q8             ,638.0,0600-0659,1519.0,8.0,0.0,12.0,0.0,0.0,14771 12478,1210DL,14771,630,8.0,1459,20.0,20.0,0,0,329,341.0,306.0,2586
532,11,2,2012-11-27,B6,580JB,AIRBUS                        ,A320-232            ,2059.0,2100-2159,518.0,,,,,,14771 12478,648B6,14771,2100,-1.0,519,-1.0,0.0,0,0,319,319.0,285.0,2586
533,6,2,2014-06-17,VX,631VA,AIRBUS                        ,A320-214            ,904.0,0900-0959,1730.0,,,,,,14771 12478,22VX,14771,910,-6.0,1759,-29.0,0.0,0,0,349,326.0,297.0,2586
534,2,3,2014-02-19,UA,505UA,BOEING                        ,757-222             ,1052.0,1000-1059,1912.0,,,,,,14771 12478,760UA,14771,1046,6.0,1918,-6.0,0.0,0,0,332,320.0,291.0,2586
535,6,3,2013-06-05,DL,709TW,BOEING                        ,757-2Q8             ,2306.0,2300-2359,726.0,,,,,,14771 12478,2340DL,14771,2315,-9.0,755,-29.0,0.0,0,0,340,320.0,295.0,2586
536,2,4,2014-02-06,DL,703TW,BOEING                        ,757-2Q8             ,2327.0,2300-2359,739.0,,,,,,14771 12478,2340DL,14771,2330,-3.0,749,-10.0,0.0,0,0,319,312.0,273.0,2586
537,8,5,2012-08-03,UA,512UA,BOEING                        ,757-222             ,2327.0,2300-2359,747.0,,,,,,14771 12478,368UA,14771,2330,-3.0,759,-12.0,0.0,0,0,329,320.0,293.0,2586
538,8,3,2013-08-07,UA,557UA,BOEING                        ,757-222             ,1607.0,1600-1659,20.0,,,,,,14771 12478,668UA,14771,1614,-7.0,44,-24.0,0.0,0,0,330,313.0,281.0,2586
539,11,7,2011-11-20,DL,710TW,BOEING                        ,757-2Q8             ,1152.0,1100-1159,1957.0,,,,,,14771 12478,1940DL,14771,1130,22.0,2008,-11.0,0.0,0,0,338,305.0,277.0,2586
540,8,5,2013-08-09,UA,560UA,BOEING                        ,757-222             ,1300.0,1300-1359,2159.0,0.0,0.0,20.0,0.0,0.0,14771 12478,637UA,14771,1304,-4.0,2139,20.0,20.0,0,0,335,359.0,311.0,2586
541,9,1,2012-09-03,VX,632VA,AIRBUS                        ,A320-214            ,2256.0,2300-2359,719.0,,,,,,14771 12478,34VX,14771,2300,-4.0,735,-16.0,0.0,0,0,335,323.0,292.0,2586
542,12,2,2011-12-06,UA,560UA,BOEING                        ,757-222             ,710.0,0700-0759,1557.0,0.0,0.0,28.0,0.0,0.0,14771 12478,286UA,14771,710,0.0,1529,28.0,28.0,0,0,319,347.0,317.0,2586
543,2,6,2013-02-16,UA,508UA,BOEING                        ,757-222             ,1256.0,1300-1359,2141.0,,,,,,14771 12478,637UA,14771,1305,-9.0,2130,11.0,11.0,0,0,325,345.0,300.0,2586
544,1,5,2013-01-11,DL,722TW,BOEING                        ,757-231             ,1551.0,1600-1659,2347.0,,,,,,14771 12478,2040DL,14771,1600,-9.0,21,-34.0,0.0,0,0,321,296.0,271.0,2586
545,2,4,2013-02-28,UA,557UA,BOEING                        ,757-222             ,1034.0,1000-1059,1958.0,0.0,0.0,43.0,0.0,0.0,14771 12478,760UA,14771,1041,-7.0,1915,43.0,43.0,0,0,334,384.0,332.0,2586
546,5,2,2014-05-13,DL,712TW,BOEING                        ,757-2Q8             ,1323.0,1300-1359,2221.0,0.0,0.0,35.0,0.0,0.0,14771 12478,468DL,14771,1300,23.0,2146,35.0,35.0,0,0,346,358.0,307.0,2586
547,12,3,2013-12-04,UA,568UA,BOEING                        ,757-222             ,2237.0,2200-2259,655.0,,,,,,14771 12478,824UA,14771,2238,-1.0,703,-8.0,0.0,0,0,325,318.0,266.0,2586
548,12,7,2013-12-22,UA,502UA,BOEING                        ,757-222             ,1046.0,1000-1059,1929.0,,,,,,14771 12478,760UA,14771,1050,-4.0,1925,4.0,4.0,0,0,335,343.0,308.0,2586
549,1,6,2013-01-12,DL,727TW,BOEING                        ,757-231             ,1129.0,1100-1159,1940.0,,,,,,14771 12478,1940DL,14771,1135,-6.0,2007,-27.0,0.0,0,0,332,311.0,279.0,2586
550,6,6,2013-06-22,UA,505UA,BOEING                        ,757-222             ,1041.0,1000-1059,1917.0,,,,,,14771 12478,760UA,14771,1045,-4.0,1923,-6.0,0.0,0,0,338,336.0,313.0,2586
551,8,3,2012-08-22,B6,789JB,AIRBUS                        ,A320-232            ,2059.0,2100-2159,529.0,,,,,,14771 12478,648B6,14771,2100,-1.0,522,7.0,7.0,0,0,322,330.0,307.0,2586
552,7,3,2014-07-23,DL,705TW,BOEING                        ,757-231             ,644.0,0600-0659,1511.0,,,,,,14771 12478,418DL,14771,645,-1.0,1526,-15.0,0.0,0,0,341,327.0,288.0,2586
553,8,1,2013-08-12,UA,560UA,BOEING                        ,757-222             ,1614.0,1600-1659,21.0,,,,,,14771 12478,668UA,14771,1614,0.0,44,-23.0,0.0,0,0,330,307.0,279.0,2586
554,6,2,2012-06-19,B6,607JB,AIRBUS                        ,A320-232            ,1045.0,1000-1059,1911.0,,,,,,14771 12478,644B6,14771,1048,-3.0,1930,-19.0,0.0,0,0,342,326.0,303.0,2586
555,4,3,2012-04-11,VX,840VA,AIRBUS                        ,A320-214            ,2302.0,2300-2359,743.0,,,,,,14771 12478,34VX,14771,2300,2.0,735,8.0,8.0,0,0,335,341.0,300.0,2586
556,8,5,2014-08-15,AA,789AA,CIRRUS DESIGN CORP            ,SR22                ,2235.0,2200-2259,725.0,,,,,,14771 12478,18AA,14771,2245,-10.0,720,5.0,5.0,0,0,335,350.0,315.0,2586
557,9,4,2014-09-18,DL,727TW,BOEING                        ,757-231             ,812.0,0800-0859,1630.0,,,,,,14771 12478,414DL,14771,815,-3.0,1650,-20.0,0.0,0,0,335,318.0,293.0,2586
558,1,7,2012-01-01,UA,510UA,BOEING                        ,757-222             ,2228.0,2200-2259,642.0,,,,,,14771 12478,824UA,14771,2230,-2.0,659,-17.0,0.0,0,0,329,314.0,294.0,2586
559,7,6,2013-07-20,B6,807JB,AIRBUS                        ,A320-232            ,1151.0,1100-1159,2022.0,,,,,,14771 12478,416B6,14771,1153,-2.0,2023,-1.0,0.0,0,0,330,331.0,307.0,2586
560,10,7,2013-10-06,AA,365AA,AGUSTA SPA                    ,A109E               ,1214.0,1200-1259,2056.0,,,,,,14771 12478,16AA,14771,1215,-1.0,2100,-4.0,0.0,0,0,345,342.0,307.0,2586
561,10,5,2013-10-25,DL,718TW,BOEING                        ,757-231             ,2314.0,2300-2359,758.0,,,,,,14771 12478,2340DL,14771,2315,-1.0,745,13.0,13.0,0,0,330,344.0,293.0,2586
562,9,7,2012-09-09,B6,566JB,AIRBUS                        ,A320-232            ,1038.0,1000-1059,1850.0,,,,,,14771 12478,644B6,14771,1045,-7.0,1925,-35.0,0.0,0,0,340,312.0,295.0,2586
563,2,6,2013-02-16,VX,639VA,AIRBUS                        ,A320-214            ,926.0,0900-0959,1839.0,0.0,0.0,40.0,0.0,0.0,14771 12478,22VX,14771,925,1.0,1759,40.0,40.0,0,0,334,373.0,325.0,2586
564,6,5,2013-06-28,UA,555UA,BOEING                        ,757-222             ,1526.0,1400-1459,51.0,0.0,0.0,81.0,0.0,0.0,14771 12478,304UA,14771,1449,37.0,2330,81.0,81.0,0,0,341,385.0,297.0,2586
565,9,1,2014-09-08,UA,590UA,BOEING                        ,757-222             ,2223.0,2200-2259,648.0,,,,,,14771 12478,824UA,14771,2224,-1.0,655,-7.0,0.0,0,0,331,325.0,293.0,2586
566,5,5,2014-05-30,UA,596UA,BOEING                        ,757-222             ,1455.0,1500-1559,2333.0,,,,,,14771 12478,304UA,14771,1500,-5.0,2344,-11.0,0.0,0,0,344,338.0,301.0,2586
567,5,6,2012-05-26,AA,319AA,BOEING                        ,767-223             ,1500.0,1500-1559,2333.0,,,,,,14771 12478,20AA,14771,1500,0.0,2335,-2.0,0.0,0,0,335,333.0,300.0,2586
568,4,3,2012-04-04,B6,638JB,AIRBUS                        ,A320-232            ,1056.0,1000-1059,1910.0,,,,,,14771 12478,642B6,14771,1055,1.0,1938,-28.0,0.0,0,0,343,314.0,293.0,2586
569,4,5,2014-04-25,VX,835VA,AIRBUS                        ,A320-214            ,2341.0,2300-2359,759.0,,,,,,14771 12478,34VX,14771,2310,31.0,750,9.0,9.0,0,0,340,318.0,297.0,2586
570,9,1,2012-09-03,UA,517UA,BOEING                        ,757-222             ,1034.0,1000-1059,1858.0,,,,,,14771 12478,760UA,14771,1035,-1.0,1920,-22.0,0.0,0,0,345,324.0,305.0,2586
571,6,1,2012-06-11,UA,555UA,BOEING                        ,757-222             ,1356.0,1400-1459,2215.0,,,,,,14771 12478,531UA,14771,1400,-4.0,2233,-18.0,0.0,0,0,333,319.0,293.0,2586
572,9,3,2012-09-05,VX,844VA,AIRBUS                        ,A320-214            ,2125.0,2100-2159,516.0,,,,,,14771 12478,30VX,14771,2125,0.0,559,-43.0,0.0,0,0,334,291.0,269.0,2586
573,5,6,2014-05-24,B6,775JB,AIRBUS                        ,A320-232            ,2354.0,2300-2359,838.0,,,,,,14771 12478,2916B6,14771,2358,-4.0,830,8.0,8.0,0,0,332,344.0,315.0,2586
574,4,1,2012-04-02,DL,727TW,BOEING                        ,757-231             ,820.0,0800-0859,1651.0,,,,,,14771 12478,3DL,14771,830,-10.0,1708,-17.0,0.0,0,0,338,331.0,305.0,2586
575,9,2,2013-09-17,B6,639JB,AIRBUS                        ,A320-232            ,1158.0,1100-1159,2021.0,,,,,,14771 12478,416B6,14771,1154,4.0,2025,-4.0,0.0,0,0,331,323.0,294.0,2586
576,4,3,2012-04-18,VX,524VA,AIRBUS                        ,A319-112            ,1453.0,1400-1459,2313.0,,,,,,14771 12478,26VX,14771,1455,-2.0,2325,-12.0,0.0,0,0,330,320.0,295.0,2586
577,7,7,2013-07-07,DL,624AG,BOEING                        ,757-2Q8             ,2126.0,2100-2159,538.0,,,,,,14771 12478,2240DL,14771,2115,11.0,535,3.0,3.0,0,0,320,312.0,292.0,2586
578,9,1,2013-09-09,UA,598UA,BOEING                        ,757-222             ,836.0,0800-0859,1725.0,12.0,0.0,10.0,0.0,0.0,14771 12478,728UA,14771,824,12.0,1703,22.0,22.0,0,0,339,349.0,314.0,2586
579,7,7,2014-07-20,DL,703TW,BOEING                        ,757-2Q8             ,640.0,0600-0659,1522.0,,,,,,14771 12478,418DL,14771,645,-5.0,1526,-4.0,0.0,0,0,341,342.0,312.0,2586
580,10,1,2013-10-14,DL,721TW,BOEING                        ,757-231             ,2107.0,2100-2159,506.0,,,,,,14771 12478,2240DL,14771,2115,-8.0,532,-26.0,0.0,0,0,317,299.0,279.0,2586
581,1,3,2012-01-25,AA,371AA,BOEING                        ,767-323             ,655.0,0700-0759,1505.0,,,,,,14771 12478,24AA,14771,700,-5.0,1530,-25.0,0.0,0,0,330,310.0,285.0,2586
582,8,3,2012-08-29,DL,713TW,BOEING                        ,757-2Q8             ,824.0,0800-0859,1710.0,,,,,,14771 12478,3DL,14771,830,-6.0,1708,2.0,2.0,0,0,338,346.0,294.0,2586
583,5,1,2013-05-06,UA,518UA,BOEING                        ,757-222             ,1305.0,1300-1359,2148.0,,,,,,14771 12478,637UA,14771,1310,-5.0,2155,-7.0,0.0,0,0,345,343.0,321.0,2586
584,1,2,2014-01-14,AA,335AA,BOEING                        ,767-223             ,2313.0,2200-2259,805.0,4.0,0.0,22.0,0.0,39.0,14771 12478,18AA,14771,2230,43.0,700,65.0,65.0,0,0,330,352.0,316.0,2586
585,5,3,2014-05-14,DL,707TW,BOEING                        ,757-2Q8             ,2252.0,2200-2259,740.0,,,,,,14771 12478,2240DL,14771,2255,-3.0,730,10.0,10.0,0,0,335,348.0,320.0,2586
586,1,6,2012-01-14,VX,637VA,AIRBUS                        ,A320-214            ,934.0,0900-0959,1815.0,9.0,7.0,0.0,0.0,0.0,14771 12478,22VX,14771,925,9.0,1759,16.0,16.0,0,0,334,341.0,314.0,2586
587,4,7,2014-04-20,VX,835VA,AIRBUS                        ,A320-214            ,2304.0,2300-2359,722.0,,,,,,14771 12478,34VX,14771,2310,-6.0,750,-28.0,0.0,0,0,340,318.0,295.0,2586
588,6,5,2013-06-28,B6,652JB,AIRBUS                        ,A320-232            ,2309.0,2100-2159,734.0,8.0,0.0,4.0,0.0,121.0,14771 12478,916B6,14771,2100,129.0,521,133.0,133.0,0,0,321,325.0,301.0,2586
589,12,1,2013-12-02,AA,368AA,BOEING                        ,767-323             ,1250.0,1200-1259,2054.0,,,,,,14771 12478,16AA,14771,1250,0.0,2120,-26.0,0.0,0,0,330,304.0,279.0,2586
590,3,3,2014-03-12,DL,727TW,BOEING                        ,757-231             ,2115.0,2100-2159,533.0,,,,,,14771 12478,2240DL,14771,2115,0.0,538,-5.0,0.0,0,0,323,318.0,298.0,2586
591,2,3,2014-02-19,DL,705TW,BOEING                        ,757-231             ,1554.0,1600-1659,2349.0,,,,,,14771 12478,2040DL,14771,1600,-6.0,17,-28.0,0.0,0,0,317,295.0,275.0,2586
592,3,6,2012-03-31,B6,789JB,AIRBUS                        ,A320-232            ,1048.0,1000-1059,1932.0,,,,,,14771 12478,642B6,14771,1050,-2.0,1930,2.0,2.0,0,0,340,344.0,294.0,2586
593,4,2,2012-04-03,DL,718TW,BOEING                        ,757-231             ,626.0,0600-0659,1500.0,,,,,,14771 12478,1210DL,14771,630,-4.0,1504,-4.0,0.0,0,0,334,334.0,302.0,2586
594,10,2,2013-10-29,UA,546UA,BOEING                        ,757-222             ,2236.0,2200-2259,645.0,,,,,,14771 12478,824UA,14771,2240,-4.0,712,-27.0,0.0,0,0,332,309.0,285.0,2586
595,10,6,2012-10-13,UA,510UA,BOEING                        ,757-222             ,2317.0,2300-2359,735.0,,,,,,14771 12478,722UA,14771,2325,-8.0,751,-16.0,0.0,0,0,326,318.0,297.0,2586
596,3,2,2013-03-26,UA,512UA,BOEING                        ,757-222             ,818.0,0800-0859,1643.0,,,,,,14771 12478,808UA,14771,825,-7.0,1659,-16.0,0.0,0,0,334,325.0,296.0,2586
597,9,2,2014-09-09,AA,794AA,LEARJET INC                   ,60                  ,1454.0,1500-1559,2318.0,,,,,,14771 12478,20AA,14771,1500,-6.0,2335,-17.0,0.0,0,0,335,324.0,296.0,2586
598,12,2,2011-12-13,AA,335AA,BOEING                        ,767-223             ,1452.0,1500-1559,2259.0,,,,,,14771 12478,20AA,14771,1500,-8.0,2325,-26.0,0.0,0,0,325,307.0,280.0,2586
599,6,3,2014-06-11,AA,791AA,BEECH                         ,A36                 ,1420.0,1200-1259,2328.0,0.0,0.0,118.0,0.0,0.0,14771 12478,16AA,14771,1240,100.0,2130,118.0,118.0,0,0,350,368.0,332.0,2586
600,1,3,2014-01-15,UA,568UA,BOEING                        ,757-222             ,1649.0,1600-1659,100.0,,,,,,14771 12478,502UA,14771,1636,13.0,100,0.0,0.0,0,0,324,311.0,291.0,2586
601,5,7,2014-05-04,VX,847VA,AIRBUS                        ,A320-214            ,1350.0,1300-1359,2228.0,,,,,,14771 12478,26VX,14771,1350,0.0,2229,-1.0,0.0,0,0,339,338.0,288.0,2586
602,3,6,2014-03-29,DL,713TW,BOEING                        ,757-2Q8             ,1153.0,1100-1159,2016.0,16.0,0.0,0.0,0.0,0.0,14771 12478,468DL,14771,1130,23.0,2000,16.0,16.0,0,0,330,323.0,286.0,2586
603,4,6,2013-04-06,UA,518UA,BOEING                        ,757-222             ,602.0,0600-0659,1432.0,,,,,,14771 12478,360UA,14771,600,2.0,1425,7.0,7.0,0,0,325,330.0,301.0,2586
604,6,5,2012-06-22,B6,794JB,AIRBUS                        ,A320-232            ,1232.0,1000-1059,2113.0,0.0,102.0,4.0,0.0,0.0,14771 12478,644B6,14771,1050,102.0,1927,106.0,106.0,0,0,337,341.0,299.0,2586
605,12,6,2012-12-15,DL,707TW,BOEING                        ,757-2Q8             ,1130.0,1100-1159,1959.0,,,,,,14771 12478,1252DL,14771,1135,-5.0,2007,-8.0,0.0,0,0,332,329.0,293.0,2586
606,7,5,2014-07-04,DL,711ZX,BOEING                        ,757-231             ,2108.0,2100-2159,537.0,,,,,,14771 12478,2240DL,14771,2115,-7.0,538,-1.0,0.0,0,0,323,329.0,298.0,2586
607,10,1,2012-10-08,AA,332AA,BOEING                        ,767-223             ,5.0,2200-2259,811.0,0.0,0.0,0.0,0.0,61.0,14771 12478,18AA,14771,2230,95.0,710,61.0,61.0,0,0,340,306.0,285.0,2586
608,5,6,2013-05-25,DL,705TW,BOEING                        ,757-231             ,2109.0,2100-2159,534.0,,,,,,14771 12478,2240DL,14771,2115,-6.0,543,-9.0,0.0,0,0,328,325.0,294.0,2586
609,8,4,2012-08-30,VX,839VA,AIRBUS                        ,A320-214            ,700.0,0700-0759,1540.0,,,,,,14771 12478,12VX,14771,700,0.0,1535,5.0,5.0,0,0,335,340.0,305.0,2586
610,10,4,2013-10-03,B6,599JB,AIRBUS                        ,A320-232            ,2114.0,2100-2159,532.0,,,,,,14771 12478,916B6,14771,2109,5.0,530,2.0,2.0,0,0,321,318.0,289.0,2586
611,3,1,2014-03-31,UA,568UA,BOEING                        ,757-222             ,707.0,0700-0759,1539.0,,,,,,14771 12478,286UA,14771,705,2.0,1537,2.0,2.0,0,0,332,332.0,303.0,2586
612,8,7,2013-08-25,VX,853VA,AIRBUS                        ,A320-214            ,932.0,0900-0959,1800.0,,,,,,14771 12478,22VX,14771,920,12.0,1755,5.0,5.0,0,0,335,328.0,302.0,2586
613,11,1,2013-11-11,DL,705TW,BOEING                        ,757-231             ,1553.0,1600-1659,2356.0,,,,,,14771 12478,2040DL,14771,1600,-7.0,20,-24.0,0.0,0,0,320,303.0,278.0,2586
614,8,2,2012-08-14,UA,518UA,BOEING                        ,757-222             ,706.0,0700-0759,1527.0,,,,,,14771 12478,286UA,14771,707,-1.0,1543,-16.0,0.0,0,0,336,321.0,297.0,2586
615,2,1,2013-02-04,UA,508UA,BOEING                        ,757-222             ,834.0,0800-0859,1704.0,,,,,,14771 12478,417UA,14771,835,-1.0,1709,-5.0,0.0,0,0,334,330.0,300.0,2586
616,7,5,2014-07-18,UA,505UA,BOEING                        ,757-222             ,1243.0,1200-1259,2131.0,,,,,,14771 12478,637UA,14771,1245,-2.0,2134,-3.0,0.0,0,0,349,348.0,317.0,2586
617,2,5,2014-02-21,UA,502UA,BOEING                        ,757-222             ,2242.0,2200-2259,639.0,,,,,,14771 12478,824UA,14771,2232,10.0,700,-21.0,0.0,0,0,328,297.0,276.0,2586
618,11,6,2013-11-16,AA,338AA,BOEING                        ,767-223             ,1542.0,1200-1259,2337.0,24.0,0.0,0.0,0.0,134.0,14771 12478,16AA,14771,1215,207.0,2059,158.0,158.0,0,0,344,295.0,271.0,2586
619,1,1,2013-01-21,VX,844VA,AIRBUS                        ,A320-214            ,1514.0,1500-1559,2345.0,,,,,,14771 12478,26VX,14771,1510,4.0,2340,5.0,5.0,0,0,330,331.0,302.0,2586
620,6,3,2014-06-11,DL,713TW,BOEING                        ,757-2Q8             ,1150.0,1100-1159,2044.0,0.0,0.0,49.0,0.0,0.0,14771 12478,468DL,14771,1115,35.0,1955,49.0,49.0,0,0,340,354.0,299.0,2586
621,3,2,2012-03-27,B6,784JB,AIRBUS                        ,A320-232            ,24.0,2300-2359,841.0,3.0,0.0,0.0,0.0,51.0,14771 12478,648B6,14771,2315,69.0,747,54.0,54.0,0,0,332,317.0,289.0,2586
622,10,1,2012-10-15,UA,518UA,BOEING                        ,757-222             ,1417.0,1400-1459,2243.0,,,,,,14771 12478,985UA,14771,1406,11.0,2232,11.0,11.0,0,0,326,326.0,299.0,2586
623,9,3,2014-09-17,AA,789AA,CIRRUS DESIGN CORP            ,SR22                ,835.0,0800-0859,1738.0,,,,,,14771 12478,164AA,14771,840,-5.0,1725,13.0,13.0,0,0,345,363.0,302.0,2586
624,8,2,2014-08-26,UA,505UA,BOEING                        ,757-222             ,1624.0,1600-1659,50.0,,,,,,14771 12478,502UA,14771,1627,-3.0,100,-10.0,0.0,0,0,333,326.0,297.0,2586
625,1,5,2012-01-27,VX,523VA,AIRBUS                        ,A319-112            ,1454.0,1400-1459,2309.0,,,,,,14771 12478,26VX,14771,1455,-1.0,2320,-11.0,0.0,0,0,325,315.0,295.0,2586
626,3,5,2013-03-22,B6,655JB,AIRBUS                        ,A320-232            ,2055.0,2000-2059,500.0,,,,,,14771 12478,648B6,14771,2057,-2.0,520,-20.0,0.0,0,0,323,305.0,283.0,2586
627,6,5,2014-06-13,DL,688DL,BOEING                        ,757-232             ,826.0,0800-0859,1737.0,0.0,0.0,32.0,0.0,0.0,14771 12478,414DL,14771,830,-4.0,1705,32.0,32.0,0,0,335,371.0,326.0,2586
628,10,6,2013-10-12,UA,502UA,BOEING                        ,757-222             ,1036.0,1000-1059,1914.0,,,,,,14771 12478,760UA,14771,1037,-1.0,1915,-1.0,0.0,0,0,338,338.0,309.0,2586
629,9,5,2014-09-26,UA,505UA,BOEING                        ,757-222             ,838.0,0800-0859,1737.0,0.0,0.0,15.0,0.0,0.0,14771 12478,808UA,14771,840,-2.0,1722,15.0,15.0,0,0,342,359.0,319.0,2586
630,8,4,2012-08-23,UA,502UA,BOEING                        ,757-222             ,1041.0,1000-1059,1857.0,,,,,,14771 12478,760UA,14771,1042,-1.0,1925,-28.0,0.0,0,0,343,316.0,295.0,2586
631,4,1,2012-04-09,DL,703TW,BOEING                        ,757-2Q8             ,1125.0,1100-1159,2003.0,,,,,,14771 12478,1940DL,14771,1130,-5.0,2010,-7.0,0.0,0,0,340,338.0,299.0,2586
632,1,1,2012-01-02,DL,709TW,BOEING                        ,757-2Q8             ,2224.0,2200-2259,643.0,,,,,,14771 12478,2340DL,14771,2230,-6.0,655,-12.0,0.0,0,0,325,319.0,297.0,2586
633,1,4,2013-01-24,AA,393AA,BELL                          ,230                 ,658.0,0700-0759,1507.0,,,,,,14771 12478,24AA,14771,705,-7.0,1535,-28.0,0.0,0,0,330,309.0,283.0,2586
634,11,6,2012-11-17,UA,502UA,BOEING                        ,757-222             ,1036.0,1000-1059,1901.0,,,,,,14771 12478,760UA,14771,1042,-6.0,1920,-19.0,0.0,0,0,338,325.0,291.0,2586
635,2,5,2013-02-22,UA,508UA,BOEING                        ,757-222             ,1128.0,1100-1159,1937.0,,,,,,14771 12478,760UA,14771,1127,1.0,2001,-24.0,0.0,0,0,334,309.0,286.0,2586
